distance,x,y,z,U_x,U_y,U_z,p
0.0099296482,1.110223e-20,1.110223e-20,0.010929648,-6.4306533e-12,2.4565452e-11,0.19980113,0.019493957
0.010120603,1.110223e-20,1.110223e-20,0.011120603,-6.753392e-12,2.4335553e-11,0.19980974,0.019365575
0.010311558,1.110223e-20,1.110223e-20,0.011311558,-6.4025126e-12,2.2927261e-11,0.19981798,0.019237218
0.010502513,1.110223e-20,1.110223e-20,0.011502513,-6.0516332e-12,2.151897e-11,0.19982623,0.019108861
0.010693467,1.110223e-20,1.110223e-20,0.011693467,-5.7007538e-12,2.0110678e-11,0.19983447,0.018980503
0.010884422,1.110223e-20,1.110223e-20,0.011884422,-5.3498744e-12,1.8702387e-11,0.19984272,0.018852146
0.011075377,1.110223e-20,1.110223e-20,0.012075377,-5.2637563e-12,1.5203329e-11,0.1998506,0.018723812
0.011266332,1.110223e-20,1.110223e-20,0.012266332,-5.5836055e-12,8.4984296e-12,0.19985792,0.018595513
0.011457286,1.110223e-20,1.110223e-20,0.012457286,-5.9034548e-12,1.7935301e-12,0.19986525,0.018467213
0.011648241,1.110223e-20,1.110223e-20,0.012648241,-6.223304e-12,-4.9113693e-12,0.19987257,0.018338914
0.011839196,1.110223e-20,1.110223e-20,0.012839196,-6.5431533e-12,-1.1616269e-11,0.1998799,0.018210615
0.012030151,1.110223e-20,1.110223e-20,0.013030151,-6.9922739e-12,-1.7981595e-11,0.19988709,0.018082324
0.012221106,1.110223e-20,1.110223e-20,0.013221106,-8.1308417e-12,-2.2535867e-11,0.19989358,0.017954073
0.01241206,1.110223e-20,1.110223e-20,0.01341206,-9.2694095e-12,-2.7090138e-11,0.19990008,0.017825821
0.012603015,1.110223e-20,1.110223e-20,0.013603015,-1.0407977e-11,-3.164441e-11,0.19990657,0.01769757
0.01279397,1.110223e-20,1.110223e-20,0.01379397,-1.1546545e-11,-3.6198681e-11,0.19991306,0.017569319
0.012984925,1.110223e-20,1.110223e-20,0.013984925,-1.2685113e-11,-4.0752952e-11,0.19991955,0.017441068
0.013175879,1.110223e-20,1.110223e-20,0.014175879,-1.0000503e-11,-3.2404271e-11,0.19992535,0.017312854
0.013366834,1.110223e-20,1.110223e-20,0.014366834,-6.988191e-12,-2.2949623e-11,0.1999311,0.017184643
0.013557789,1.110223e-20,1.110223e-20,0.014557789,-3.9758794e-12,-1.3494975e-11,0.19993684,0.017056432
0.013748744,1.110223e-20,1.110223e-20,0.014748744,-9.6356784e-13,-4.0403266e-12,0.19994258,0.016928222
0.013939698,1.110223e-20,1.110223e-20,0.014939698,2.0487437e-12,5.4143216e-12,0.19994832,0.016800011
0.014130653,1.110223e-20,1.110223e-20,0.015130653,4.3228643e-12,1.3709422e-11,0.1999536,0.016671824
0.014321608,1.110223e-20,1.110223e-20,0.015321608,6.2562814e-12,2.1469347e-11,0.19995867,0.016543649
