model,global_s_mm,distance_from_inlet_mm,pressure_loss_Pa,pressure_loss_mmHg,data_type
Native 0D,21.62184938788414,1.9502511952560262,9.41380539591144,0.07060954228042964,model
Native 0D,21.921802312135696,2.2502041195075826,11.089618074644704,0.08317920579232763,model
Native 0D,22.230735048651695,2.5591368560235814,12.783220606857935,0.09588230454732104,model
Native 0D,22.540533915162086,2.8689357225339727,14.668206501873808,0.11002090054059951,model
Native 0D,22.842753678560257,3.171155485932143,16.396496779002177,0.12298417949777364,model
Native 0D,23.139167577028275,3.4675693844001607,18.146968736865738,0.13611383520248524,model
Native 0D,23.434722796082497,3.763124603454383,20.395405577164535,0.15297854500505945,model
Native 0D,23.737655952572823,4.066057759944709,23.41760420331192,0.1756469615165683,model
Native 0D,24.05855804681778,4.386959854189666,26.752384770543262,0.20065994187413377,model
Native 0D,24.39924143254757,4.7276432399194555,29.682932028627793,0.2226409146924573,model
Native 0D,24.748528376221657,5.076930183593543,32.961349929196196,0.2472311391157963,model
Native 0D,25.091908872127533,5.420310679499419,36.03359171900882,0.27027491126002323,model
Native 0D,25.421222671866417,5.749624479238303,38.7353125809138,0.290539540217772,model
Native 0D,25.735964998602867,6.064366805974753,41.77140697036751,0.31331218381338044,model
Native 0D,26.03902481496334,6.367426622335227,45.20692965079325,0.3390807942484605,model
Native 0D,26.33621171116829,6.664613518540175,48.50868552094119,0.36384606832286637,model
Native 0D,26.63741447031498,6.965816277686866,51.09963990663748,0.3832798780894187,model
Native 0D,26.948614045977592,7.277015853349479,53.86072723784995,0.403989793416315,model
Native 0D,27.266845107078552,7.595246914450438,57.18045984640375,0.42888990448990977,model
Native 0D,27.58852206170559,7.9169238690774755,61.928438525459875,0.4645027716765416,model
Native 0D,27.912093326449394,8.24049513382128,67.10094798259058,0.50329989036011,model
Native 0D,28.23662757873535,8.565029386107238,71.35735728386805,0.5352256738112844,model
Native 0D,28.564753010869026,8.893154818240912,75.00013458502343,0.5625488260378889,model
Native 0D,28.901977464556694,9.23037927192858,78.3681260050482,0.5878109089651236,model
Native 0D,29.24821712076664,9.576618928138526,81.63429366740371,0.6123092487916751,model
Native 0D,29.590798541903496,9.919200349275382,85.06333989524641,0.6380292817032929,model
Native 0D,29.91436794400215,10.242769751374038,89.67895823817972,0.6726493619821163,model
Native 0D,30.217943713068962,10.546345520440848,94.35018900572247,0.7076865709014452,model
Native 0D,30.51152639091015,10.839928198282035,97.4865817896285,0.7312115164011078,model
Native 0D,30.80475889146328,11.133160698835166,100.08257846831121,0.7506831465797934,model
Native 0D,31.10678680241108,11.435188609782966,102.44160669006759,0.7683773622512983,model
Native 0D,31.426850706338882,11.755252513710769,105.38662488736838,0.7904668763397518,model
Native 0D,31.76075965166092,12.089161459032805,109.28280554682023,0.8196907153119533,model
Native 0D,32.09339454770088,12.421796355072768,116.36747832979613,0.872830278047105,model
Native 0D,32.414477318525314,12.7428791258972,126.48345862541224,0.9487065797498705,model
Native 0D,32.7179878950119,13.046389702383788,137.28014694600114,1.029688625628187,model
Native 0D,33.006440848112106,13.334842655483993,146.03100802402116,1.095325662861502,model
Native 0D,33.28973054885864,13.618132356230529,152.37955634348336,1.1429438228010633,model
Native 0D,33.57190266251564,13.900304469887526,156.94086683730637,1.1771565595873628,model
Native 0D,33.85427966713905,14.18268147451094,160.6276674045271,1.2048099143766753,model
Native 0D,34.14205089211464,14.470452699486525,164.1248615649496,1.2310411002306416,model
Native 0D,34.43528339266777,14.763685200039657,166.83470436521026,1.2513666489042339,model
Native 0D,34.72699597477913,15.055397782151015,168.8101650341086,1.2661838633842022,model
Native 0D,35.016003996133804,15.34440580350569,170.41239383578963,1.2782016009044992,model
Native 0D,35.30662879347801,15.635030600849898,171.7389771856921,1.2881518217975436,model
Native 0D,35.45192629098892,15.780328098360808,172.33765315866606,1.2926422732832246,model
Native 0D,35.892704010009766,16.221105817381652,174.0350582055681,1.3053738933226933,model
0D (N=50),19.671598192628114,0.0,0.0,0.0,model
0D (N=50),20.09991765022278,0.4283194575946645,1.923773366842401,0.0144295267610927,model
0D (N=50),20.81777185201645,1.1461736593883352,5.174208221004442,0.038809860495675454,model
0D (N=50),21.53562605381012,1.8640278611820058,8.851915384877245,0.06639500896234113,model
0D (N=50),22.25348025560379,2.5818820629756765,12.824532815579746,0.09619217245150646,model
0D (N=50),22.97133445739746,3.299736264769347,17.056950570621993,0.1279380040100058,model
0D (N=50),23.689188659191128,4.017590466563014,22.42717751904416,0.16821812993387558,model
0D (N=50),24.407042860984802,4.735444668356688,29.184046063652005,0.21889895188830055,model
0D (N=50),25.12489706277847,5.4532988701503555,35.7605119730954,0.2682266390625358,model
0D (N=50),25.842751264572144,6.17115307194403,42.12567435020863,0.315969415026842,model
0D (N=50),26.56060546636581,6.889007273737697,49.438926340921036,0.3708234675516497,model
0D (N=50),27.278459668159485,7.606861475531371,56.322522893785184,0.4224548303639698,model
0D (N=50),27.996313869953152,8.324715677325038,67.34047802535984,0.5050965183942623,model
0D (N=50),28.714168071746826,9.042569879118712,75.9725984003596,0.5698429246512924,model
0D (N=50),29.432022273540493,9.76042408091238,83.00946596034045,0.6226239177355609,model
0D (N=50),30.149876475334167,10.478278282706054,93.63713634869853,0.702338221364055,model
0D (N=50),30.867730677127835,11.19613248449972,100.58767113012276,0.7544716635673239,model
0D (N=50),31.585584878921505,11.913986686293391,106.65292339365347,0.799964922470811,model
0D (N=50),32.30343908071518,12.631840888087066,119.7530021703151,0.8982238653059142,model
0D (N=50),33.02129328250885,13.349695089880736,143.26058825293694,1.0745457482856313,model
0D (N=50),33.73914748430252,14.067549291674407,155.02379398749844,1.1627772909759713,model
0D (N=50),34.457001686096184,14.78540349346807,162.56046077315634,1.219307096901909,model
0D (N=50),35.174855887889855,15.503257695261741,166.496607671779,1.2488307081485353,model
0D (N=50),35.892704010009766,16.221105817381652,169.35442294036582,1.270266144675041,model
1D,19.671598192628114,0.0,0.0,0.0,model
1D,19.798453897237778,0.1268557046096639,0.592618944293826,0.004445019908895951,model
1D,20.075873471796513,0.4042752791683988,1.875488311694463,0.01406735806314384,model
1D,20.352555438876152,0.6809572462480382,3.0798429394384286,0.023100785612565282,model
1D,20.629238337278366,0.9576401446502523,4.337840843177785,0.03253657193244765,model
1D,20.90649213641882,1.2348939437907056,5.676216119178202,0.042575239789218594,model
1D,21.187812089920044,1.5162138972919301,7.082979844642804,0.053126864618313584,model
1D,21.475941874086857,1.804343681458743,8.608400722481756,0.06456849374058111,model
1D,21.771825850009918,2.1002276573818044,10.234311373337698,0.07676386022815213,model
1D,22.076268680393696,2.404670487765582,11.919254275174238,0.0894020062343367,model
1D,22.38563448190689,2.714036289278777,13.708418041009217,0.10282187516695832,model
1D,22.69164379686117,3.020045604233058,15.514362841199905,0.11636761255606655,model
1D,22.990960627794266,3.319362435166152,17.254015157702998,0.12941611405246695,model
1D,23.286945186555386,3.6153469939272718,19.25383492547757,0.14441603730425265,model
1D,23.58618937432766,3.914591181699546,21.88478316374612,0.1641498264633453,model
1D,23.8981069996953,4.226508807067187,25.061406505180834,0.18797652679363372,model
1D,24.228899739682674,4.557301547054561,28.202922184828754,0.21153989727748423,model
1D,24.573884904384613,4.902286711756499,31.305718330358385,0.2348128465696463,model
1D,24.920218624174595,5.248620431546481,34.48039996881837,0.2586249828896834,model
1D,25.256565771996975,5.584967579368861,37.36476856211138,0.2802595862806692,model
1D,25.578593835234642,5.906995642606528,40.23892990756383,0.30181762880517715,model
1D,25.887494906783104,6.21589671415499,43.47967382160366,0.3261252743103438,model
1D,26.187618263065815,6.516020070437701,46.84798114627907,0.35138972672386454,model
1D,26.486813090741634,6.8152148981135205,49.796854224697256,0.37350815487839406,model
1D,26.793014258146286,7.121416065518172,52.47219936508591,0.39357494910881863,model
1D,27.107729576528072,7.4361313838999585,55.50986805731746,0.4163594009789642,model
