"U:0","U:1","U:2","p","Points:0","Points:1","Points:2"
0.074147,-0.16103,0.029669,0.083806,0.016015,-0.034034,-0.0055014
-0.00063399,-0.00217,-0.00078779,0.084561,0.014233,-0.034879,-0.0055009
-0.00031409,-0.00098139,-0.00022803,0.084516,0.01422,-0.034886,-0.0055007
-0.00012939,-0.0012862,-0.0015406,0.08446,0.014257,-0.034864,-0.0054378
0.0079273,0.0061399,-0.010969,0.084701,0.014378,-0.034793,-0.0052502
0.0063736,-5.9794e-05,-0.0085071,0.084607,0.014379,-0.034798,-0.0053129
0.0099901,0.0038502,-0.014587,0.084992,0.014472,-0.034749,-0.0052502
0.0085733,-0.0018213,-0.012726,0.084943,0.014481,-0.034749,-0.005313
0.0054845,0.0084552,-0.010457,0.084876,0.01437,-0.034789,-0.0051243
0.013147,0.016427,-0.017942,0.084934,0.014433,-0.034759,-0.0051243
0.0088062,0.0098488,-0.012442,0.084781,0.014376,-0.03479,-0.0051873
0.012097,0.012021,-0.017358,0.085038,0.014464,-0.034748,-0.0051875
0.012205,0.016408,-0.020069,0.085132,0.014457,-0.034747,-0.0051243
-0.00046066,-0.0045257,-0.002777,0.08441,0.014308,-0.03484,-0.005438
0.00022285,-0.0016263,-0.0026897,0.08441,0.014309,-0.034835,-0.0053753
0.00042923,3.6134e-05,-0.0020558,0.084524,0.014248,-0.034864,-0.005375
0.00093841,1.6611e-05,-0.0037724,0.084469,0.014311,-0.03483,-0.0053126
0.00026407,0.00011627,-0.0017249,0.084405,0.014242,-0.034862,-0.005313
0.00042861,0.00095521,-0.0021089,0.084458,0.01425,-0.034854,-0.0052526
0.0013626,0.0019629,-0.0046499,0.084517,0.014311,-0.034825,-0.00525
0.0040663,0.0079802,-0.0093211,0.084961,0.014277,-0.034831,-0.0051053
0.0031222,0.0072022,-0.008069,0.085002,0.014276,-0.034831,-0.005097
0.0026003,0.0062568,-0.0077791,0.085007,0.014283,-0.034825,-0.0050583
0.0061331,0.011862,-0.013077,0.085121,0.014366,-0.034786,-0.0050613
0.0036401,0.0073375,-0.0078068,0.085016,0.014276,-0.034832,-0.0051051
0.0010729,0.0029029,-0.0034154,0.084894,0.014275,-0.034833,-0.0051059
0.012793,0.021477,-0.022603,0.085234,0.014449,-0.034747,-0.0050613
0.0025628,0.0046062,-0.0057619,0.084846,0.014276,-0.034832,-0.0051074
0.0019716,0.0035162,-0.0055218,0.084679,0.014307,-0.034823,-0.0051876
0.00058555,0.0014448,-0.0022104,0.084609,0.01426,-0.034845,-0.0051909
-0.0010289,-0.0039053,-0.00023723,0.084516,0.01427,-0.03488,-0.0057649
0.016104,0.043811,-0.023549,0.088192,0.014609,-0.034627,-0.0044292
0.011459,0.027271,-0.016726,0.088308,0.014539,-0.03466,-0.0044226
0.0082235,0.017126,-0.010349,0.08869,0.014542,-0.034655,-0.0043674
0.0060692,0.011689,-0.0063762,0.088962,0.014553,-0.034646,-0.0043049
0.004689,0.00815,-0.0045037,0.089305,0.014561,-0.034639,-0.0042654
0.0043839,0.0074812,-0.0052561,0.089318,0.014502,-0.03467,-0.0043039
0.025188,0.069694,-0.043692,0.086571,0.01474,-0.034587,-0.0047463
0.022138,0.059986,-0.041421,0.086389,0.014614,-0.034647,-0.0047467
0.028976,0.063916,-0.047317,0.086055,0.01474,-0.034596,-0.0048717
0.021003,0.050706,-0.040401,0.085937,0.014614,-0.034655,-0.0048721
0.021805,0.056345,-0.040514,0.086255,0.014614,-0.034651,-0.0048094
0.015252,0.04013,-0.034369,0.08582,0.014552,-0.034685,-0.0048723
0.01034,0.037607,-0.020825,0.08744,0.014671,-0.034598,-0.0044283
0.015601,0.05168,-0.029859,0.08725,0.014672,-0.034602,-0.0044922
0.015541,0.048839,-0.027482,0.087537,0.014641,-0.034617,-0.0044927
0.012604,0.038587,-0.020262,0.087889,0.014634,-0.034615,-0.0044289
0.015062,0.051167,-0.02505,0.087589,0.014734,-0.034568,-0.0044278
0.051459,-0.096769,0.017655,0.075946,0.014933,-0.034656,-0.0070778
0.077676,-0.19804,0.050118,0.077309,0.014933,-0.034652,-0.0070143
0.020438,0.059225,-0.038755,0.086781,0.014614,-0.034643,-0.0046839
0.016016,0.047404,-0.033599,0.086788,0.014551,-0.034672,-0.0046842
0.017882,0.050691,-0.036337,0.086427,0.014552,-0.034676,-0.004747
0.011747,0.040846,-0.014924,0.088134,0.014866,-0.034493,-0.004244
0.0003562,0.0058795,-0.0018092,0.088606,0.015693,-0.034113,-0.0044263
-0.00044051,0.0049842,-0.0012197,0.088669,0.015706,-0.034107,-0.0044265
-5.2647e-06,0.003824,-0.00086803,0.088554,0.015683,-0.034113,-0.0043598
-0.0004973,0.0028725,-0.00035999,0.088634,0.015707,-0.034101,-0.0043603
0.00021259,0.0035495,-0.00075557,0.08848,0.015641,-0.034128,-0.0042923
-0.00013296,0.0021157,-0.00025037,0.08852,0.01567,-0.034115,-0.0042933
-0.00043417,0.0015071,4.3842e-06,0.088585,0.015706,-0.034098,-0.0042948
0.011759,-0.028709,0.0019694,0.0838,0.01455,-0.034811,-0.0066925
0.14192,-0.34999,0.08861,0.099524,0.015701,-0.034282,-0.0069475
0.17382,-0.28499,0.14616,0.079119,0.01583,-0.034204,-0.0067006
0.0023795,-0.011811,-0.001137,0.084478,0.014368,-0.034876,-0.0063787
0.0027087,-0.015437,-0.0010783,0.084562,0.014359,-0.034876,-0.0063158
0.0046755,-0.023391,-0.00054604,0.084533,0.014417,-0.034848,-0.0063156
0.0050953,-0.02236,-0.00021905,0.084441,0.014419,-0.034852,-0.0063787
0.0066174,-0.032132,7.0211e-05,0.084659,0.014416,-0.034844,-0.0062524
0.0055233,-0.031656,-0.00040799,0.084729,0.014416,-0.03484,-0.0061886
0.0059395,-0.037082,-0.00064355,0.084757,0.014416,-0.034836,-0.0061247
0.017197,0.047273,-0.035571,0.086184,0.014551,-0.034681,-0.0048095
0.19133,-0.33312,0.13031,0.063255,0.01596,-0.034116,-0.0063167
0.18904,-0.33185,0.14039,0.073349,0.015951,-0.034116,-0.006254
0.19001,-0.33618,0.13885,0.072767,0.01594,-0.034117,-0.0061913
0.032777,0.078205,-0.047848,0.086505,0.014866,-0.034527,-0.0047463
0.035382,0.069641,-0.051227,0.086116,0.014867,-0.034536,-0.0048716
0.026722,0.067971,-0.048489,0.086789,0.014949,-0.034496,-0.0048715
0.023476,0.0729,-0.044798,0.087155,0.014933,-0.034495,-0.0047463
0.11461,-0.27831,0.093438,0.081956,0.014867,-0.034665,-0.0067599
0.11956,-0.24414,0.081833,0.083217,0.014866,-0.034657,-0.0066334
0.017803,0.060158,-0.046489,0.087495,0.014994,-0.034475,-0.0048714
0.020228,0.061162,-0.045722,0.088006,0.015121,-0.034415,-0.0048712
0.32989,-0.54686,0.12779,0.073558,0.015662,-0.034244,-0.0061292
0.37135,-0.60423,0.11707,0.069352,0.015639,-0.034255,-0.0061291
0.00091312,-0.0029939,-0.0013329,0.083993,0.014394,-0.034876,-0.0065682
0.0024502,-0.009188,-0.00098135,0.083867,0.014425,-0.034862,-0.0065666
0.0012834,-0.0049476,-0.0013975,0.08416,0.014385,-0.034877,-0.006512
0.00075097,-0.00097997,-0.0012135,0.084039,0.014369,-0.034889,-0.0065695
0.0038748,-0.014765,-0.00056597,0.0841,0.014422,-0.034859,-0.0065052
0.031394,-0.071727,0.025882,0.065113,0.016033,-0.034095,-0.0065194
0.014,-0.050111,0.0092552,0.087011,0.01614,-0.033979,-0.0055654
0.10102,-0.27736,0.087078,0.079952,0.014868,-0.034673,-0.0068869
0.11474,-0.20357,0.086989,0.065163,0.015958,-0.034135,-0.0065717
0.0044141,-0.018138,-0.00035644,0.084282,0.01442,-0.034855,-0.006442
0.0019077,-0.0084318,-0.0013475,0.084337,0.014377,-0.034876,-0.0064421
0.018141,-0.048172,0.014274,0.077929,0.016051,-0.034081,-0.0064389
0.0026561,-0.03871,-0.0023515,0.084755,0.014417,-0.034822,-0.0059311
0.0042327,-0.039373,-0.0016961,0.084776,0.014416,-0.034827,-0.0059963
0.013429,0.020868,-0.020993,0.085073,0.014429,-0.034756,-0.0050613
0.023228,0.069602,-0.039708,0.087008,0.014738,-0.034579,-0.0046202
0.028117,0.079915,-0.042587,0.08714,0.014865,-0.034519,-0.0046204
0.025103,0.074657,-0.034405,0.087669,0.014863,-0.034511,-0.0044926
0.020699,0.070325,-0.038402,0.087536,0.01492,-0.034493,-0.0046205
0.017923,0.062171,-0.029823,0.087879,0.014906,-0.034491,-0.0044929
0.019377,0.062165,-0.03191,0.08744,0.014735,-0.034572,-0.0044919
-0.00052118,-3.5934e-05,0.0021467,0.089194,0.016142,-0.033934,-0.0049251
0.0044741,-0.034845,-0.00094052,0.084747,0.014416,-0.034831,-0.0060607
0.021386,0.065264,-0.026187,0.088023,0.014863,-0.034502,-0.0043637
0.012973,0.046712,-0.019393,0.08806,0.014887,-0.034491,-0.004364
0.0093612,0.039761,-0.018696,0.08811,0.01499,-0.034442,-0.0043657
0.011041,0.036915,-0.015808,0.088227,0.015118,-0.034381,-0.004365
0.011562,0.032006,-0.013748,0.088279,0.015246,-0.03432,-0.0043615
0.011579,0.026764,-0.013388,0.088356,0.015375,-0.034259,-0.0043573
0.0052031,0.014737,-0.0056437,0.088356,0.015376,-0.034251,-0.0042434
-0.00016106,0.00030276,7.2108e-05,0.088579,0.01576,-0.034068,-0.0042399
